word,portion
uey,38.46153846153846
ogn,5.128205128205129
ihn,5.128205128205129
Xau,2.5641025641025643
aVn,2.5641025641025643
Cno,2.5641025641025643
aHm,2.5641025641025643
aHn,2.5641025641025643
iaD,2.5641025641025643
ouV,2.5641025641025643
Tnu,2.5641025641025643
nLh,2.5641025641025643
ohT,2.5641025641025643
aTn,2.5641025641025643
Qou,2.5641025641025643
ouT,2.5641025641025643
ahc,2.5641025641025643
nQg,2.5641025641025643
agn,2.5641025641025643
aNm,2.5641025641025643
aTm,2.5641025641025643
nVg,2.5641025641025643
oiM,2.5641025641025643
