word,portion
Nguyen,32.291666666666664
Pham,10.416666666666666
Vu,8.333333333333334
Le,7.291666666666667
Tran,6.25
Dang,4.166666666666667
Dinh,4.166666666666667
Ho,3.125
Duong,3.125
Hoang,3.125
Ngo,2.0833333333333335
Phung,2.0833333333333335
Do,2.0833333333333335
Doan,2.0833333333333335
Ha,2.0833333333333335
Cao,1.0416666666666667
Dao,1.0416666666666667
Bui,1.0416666666666667
Giap,1.0416666666666667
Truong,1.0416666666666667
Luu,1.0416666666666667
Chu,1.0416666666666667
