word,portion
ueyN,38.46153846153846
ihnT,5.128205128205129
XauH,2.5641025641025643
aVnT,2.5641025641025643
CnoL,2.5641025641025643
aHmP,2.5641025641025643
aHnD,2.5641025641025643
iaDB,2.5641025641025643
ouVD,2.5641025641025643
TnuD,2.5641025641025643
ognK,2.5641025641025643
nLhN,2.5641025641025643
ohTN,2.5641025641025643
aTnT,2.5641025641025643
QouV,2.5641025641025643
ognL,2.5641025641025643
ouTD,2.5641025641025643
ahcQ,2.5641025641025643
nQgD,2.5641025641025643
agnH,2.5641025641025643
aNmP,2.5641025641025643
aTmP,2.5641025641025643
nVgU,2.5641025641025643
oiMC,2.5641025641025643
