word,portion
uy,6.0855263157894735
Ng,5.921052631578948
en,5.756578947368421
an,5.592105263157895
ng,4.605263157894737
nh,3.6184210526315788
Ph,2.6315789473684212
Th,2.6315789473684212
Va,2.3026315789473686
am,2.138157894736842
g,2.138157894736842
on,1.9736842105263157
h,1.9736842105263157
un,1.9736842105263157
Tr,1.9736842105263157
Ho,1.8092105263157894
Du,1.8092105263157894
n,1.644736842105263
in,1.480263157894737
Le,1.480263157894737
Vu,1.3157894736842106
An,1.3157894736842106
uo,1.3157894736842106
Hu,1.1513157894736843
Tu,1.1513157894736843
Da,0.9868421052631579
ua,0.9868421052631579
nT,0.8223684210526315
Mi,0.8223684210526315
ha,0.8223684210526315
Di,0.8223684210526315
y,0.8223684210526315
Qu,0.8223684210526315
Ha,0.8223684210526315
ie,0.6578947368421053
Xu,0.6578947368421053
Cu,0.6578947368421053
hu,0.6578947368421053
Do,0.6578947368421053
ac,0.4934210526315789
gM,0.4934210526315789
hT,0.4934210526315789
oc,0.4934210526315789
yH,0.4934210526315789
gK,0.4934210526315789
go,0.4934210526315789
gN,0.4934210526315789
Ma,0.4934210526315789
gA,0.4934210526315789
Co,0.4934210526315789
Ti,0.4934210526315789
iT,0.4934210526315789
gH,0.4934210526315789
m,0.4934210526315789
nB,0.32894736842105265
c,0.32894736842105265
oa,0.32894736842105265
oN,0.32894736842105265
iH,0.32894736842105265
at,0.32894736842105265
Hi,0.32894736842105265
Kh,0.32894736842105265
hD,0.32894736842105265
Gi,0.32894736842105265
nN,0.32894736842105265
o,0.32894736842105265
yT,0.32894736842105265
a,0.32894736842105265
ye,0.32894736842105265
Li,0.32894736842105265
em,0.32894736842105265
i,0.32894736842105265
ri,0.32894736842105265
hi,0.32894736842105265
La,0.32894736842105265
Ch,0.32894736842105265
nQ,0.16447368421052633
nC,0.16447368421052633
gG,0.16447368421052633
ia,0.16447368421052633
nP,0.16447368421052633
ho,0.16447368421052633
iO,0.16447368421052633
hM,0.16447368421052633
tL,0.16447368421052633
im,0.16447368421052633
Ca,0.16447368421052633
cM,0.16447368421052633
uP,0.16447368421052633
gL,0.16447368421052633
iA,0.16447368421052633
cD,0.16447368421052633
eu,0.16447368421052633
gQ,0.16447368421052633
So,0.16447368421052633
nK,0.16447368421052633
oT,0.16447368421052633
ru,0.16447368421052633
t,0.16447368421052633
Bu,0.16447368421052633
iQ,0.16447368421052633
ep,0.16447368421052633
ap,0.16447368421052633
gT,0.16447368421052633
iN,0.16447368421052633
Lu,0.16447368421052633
uQ,0.16447368421052633
Ba,0.16447368421052633
hB,0.16447368421052633
Oa,0.16447368421052633
eT,0.16447368421052633
ai,0.16447368421052633
Na,0.16447368421052633
Vi,0.16447368421052633
et,0.16447368421052633
nV,0.16447368421052633
aK,0.16447368421052633
iD,0.16447368421052633
gV,0.16447368421052633
hK,0.16447368421052633
ga,0.16447368421052633
yQ,0.16447368421052633
eB,0.16447368421052633
hC,0.16447368421052633
uH,0.16447368421052633
oQ,0.16447368421052633
nL,0.16447368421052633
uu,0.16447368421052633
