word,portion
z,19.1
k,11.99
n,9.74
a,7.87
r,7.49
l,6.37
i,5.99
p,5.24
b,5.24
c,4.12
m,2.62
o,2.25
j,1.87
x,1.87
u,1.87
h,1.5
t,1.12
f,1.12
s,0.75
g,0.75
y,0.75
v,0.37
