word,portion
n,13.29
a,12.65
o,9.72
g,7.9
h,7.64
i,7.55
u,7.22
t,6.33
c,5.06
e,4.05
m,3.0
d,2.98
l,2.15
y,1.9
v,1.8
b,1.66
r,1.53
s,1.12
k,0.9
p,0.77
q,0.39
x,0.39
